0.456a5=g+0.456a4=u-0.453a5=p-0.453a4=y-0.182a10...,0.465a4=l+0.465a5=gg+0.358a7=o+0.333a15-0.282a13=g...,'0.322a7=v-0.274a3-0.257a11-0.252a8+0.24 a10...','-0.524a7=ff-0.506a6=ff-0.248a9+0.213a7=v+0.2  a8...',0.374a13=s+0.337a7=bb-0.337a13=g+0.288a2-0.283a7=v...,0.448a7=j+0.431a6=j-0.313a7=v+0.283a6=i+0.262a7=h...,-0.443a7=j-0.439a6=j-0.38a6=e-0.321a7=z-0.221a7=dd...,-0.364a6=e+0.345a13=s-0.332a7=dd-0.32a13=g-0.255a6=i...,-0.653a7=n-0.653a6=r+0.209a6=i+0.187a7=bb-0.111a13=s...,0.481a7=h-0.35a7=bb+0.267a7=dd-0.259a6=i+0.237a6=q...,0.682a6=c+0.383a13=p-0.292a12-0.269a6=w-0.203a6=m...,'0.482a6=q+0.408a1+0.34 a6=aa-0.303a6=w-0.268a14...',0.378a6=d-0.346a7=dd+0.338a10+0.298a6=k-0.283a6=m...,-0.617a6=x+0.403a6=cc-0.374a6=aa+0.326a6=k-0.214a14...,-0.623a6=cc-0.476a6=aa+0.391a6=w+0.343a6=q+0.182a6=k...,-0.706a6=k+0.536a6=d+0.328a6=w-0.184a6=m-0.112a2...,0.528a6=w-0.452a12-0.344a6=d-0.262a6=m-0.238a14...,0.404a7=dd-0.376a7=z+0.354a6=d+0.289a6=k-0.234a14...,0.488a12-0.443a6=m+0.264a6=c+0.255a7=dd+0.254a6=aa...,-0.492a6=m+0.363a14-0.258a7=h+0.256a6=d+0.243a11...,-0.54a13=p+0.336a7=z-0.306a2-0.285a7=dd+0.248a6=c...,0.382a6=x+0.334a6=cc-0.32a14-0.311a6=aa+0.291a12...,-0.413a6=q+0.411a1+0.353a12-0.274a8+0.225a6=m...,'0.39 a13=p-0.381a1-0.365a15+0.26 a9-0.253a2...','-0.486a3+0.365a1-0.277a12+0.26 a8-0.252a15...','0.58 a3+0.499a14+0.318a9+0.313a1-0.177a12...','0.497a7=o-0.398a7=bb+0.33 a9+0.293a6=i+0.269a11...',0.475a8+0.419a15-0.37a7=n-0.339a2+0.302a6=r...,-0.5a9+0.483a6=i-0.409a7=bb+0.191a6=r-0.18a8...,result
0.532712,0.162666,1.465113,-0.676724,-0.863734,-0.933217,-0.491105,-1.079576,0.328846,-0.610917,-0.631825,0.917034,1.275929,-1.272334,-1.925955,-0.506873,0.552916,-0.417493,0.049365,-0.742282,-0.832112,-0.794315,-0.684225,0.551225,0.314808,-0.347694,0.721718,-0.336945,-0.402661,rejected
0.490066,0.983728,1.106519,-0.419034,2.264249,2.798394,2.219271,-2.569159,1.533532,-1.526598,-0.990798,-0.36711,-0.906738,-0.223744,0.214442,-0.171321,-0.643335,-0.469219,0.044231,0.926463,0.11769,-0.424332,-0.265082,0.485504,-0.771104,0.773467,-0.247857,0.407822,-0.037864,rejected
0.580754,0.473491,0.877683,-1.241412,2.183005,2.123337,1.580989,-2.484691,1.448929,-1.825759,0.118487,0.507835,-0.4427,0.308202,-0.083854,-0.141105,0.881798,0.241738,-1.063118,0.078499,0.259325,0.054535,-0.565401,0.380417,0.346787,-0.0982,-0.243982,-0.011728,-0.089297,rejected
0.327202,0.329729,1.68111,-0.173184,-0.181599,-0.247117,0.257868,-0.669824,0.027052,0.236748,-1.080971,-0.992282,1.708252,1.229288,0.797585,-2.873631,-0.875235,0.434352,0.702585,0.510857,-0.201167,0.177562,-0.293912,0.109142,0.030652,0.13761,0.156915,-0.179676,-0.206561,rejected
1.504947,-0.54538,-2.432272,-0.807832,4.275257,-2.90513,-5.209363,-4.333418,-0.200389,1.275146,-0.041062,-0.382009,1.899799,0.149641,0.082183,-0.908872,0.017004,-4.029538,-2.369124,1.40445,2.823727,-0.711157,1.135008,0.670867,0.05125,-1.453928,-0.197373,-0.981171,-0.109219,rejected
0.404144,0.447956,1.847597,0.05486,-0.442796,-0.117419,0.221693,-0.777439,0.022719,-0.445802,0.862629,-1.337957,0.290703,-0.138998,0.057745,-0.017672,-1.564949,-0.727865,0.859733,-0.223596,0.728749,-0.014433,-0.274311,-0.205637,-0.470305,0.30152,0.567165,-0.123015,-0.020652,rejected
-3.656441,-0.46132,-0.314079,0.430373,1.275096,0.806589,0.759824,-1.147627,0.723398,-1.545036,2.019725,0.033599,-0.432958,0.00712,-0.09603,0.26295,-0.068847,0.088405,-0.006029,-0.274822,0.60536,-0.879865,-0.987026,-0.413967,0.13844,0.320719,-1.277644,-0.242786,-1.907304,rejected
1.506587,-0.415111,0.126278,0.603901,-0.034547,-0.654603,-0.062472,0.441931,0.024713,-1.40331,0.983027,-1.186901,0.064055,-0.16042,0.219377,-0.371171,-1.549364,-0.571568,0.959007,-0.007623,-0.16883,0.113701,-0.269636,-0.858995,0.43752,-1.116778,0.741284,-1.305234,0.928022,rejected
0.949143,-0.106968,1.093607,0.332351,-1.025212,-0.743987,0.031013,-0.326693,-0.013108,-0.792319,-1.412368,-1.649536,-0.111192,0.577365,1.519848,1.055042,1.109833,-0.502076,0.663601,-0.3517,0.037972,0.155426,0.771226,0.635695,0.409486,-0.521255,0.34283,0.340076,-0.790056,rejected
-0.345822,-0.025323,0.465152,-3.61372,-1.975896,8.677664,-7.506094,1.791748,-0.655542,-1.338595,-1.328968,-2.152613,0.69516,-0.12075,0.018304,-0.110457,-0.962572,-0.410485,0.49819,-0.219993,-0.015852,-0.049278,-0.283673,0.572423,-0.588843,0.176862,0.247921,0.459252,-0.331794,rejected
-4.500511,-0.10063,-1.466921,-3.880863,-0.042919,-1.363675,1.197114,0.355022,-0.194748,0.169413,0.046953,-0.528749,-0.583871,0.005645,-0.065328,0.274395,0.072549,-0.008792,-0.412301,-0.082224,0.16314,-0.410214,-0.40724,0.544525,-0.486646,-0.802555,-0.098177,0.529626,-0.066533,rejected
-3.569695,-0.220089,0.189765,1.258174,0.166206,-1.027725,-0.452268,0.533173,-0.331342,-0.868052,-1.210292,0.390089,-0.458383,-0.410136,0.358015,-0.478501,-1.293027,0.459051,-2.059453,-2.896488,0.387425,1.16814,1.182681,0.453016,-0.758843,0.928967,-1.01193,0.34727,-0.594634,rejected
0.168874,2.034072,3.408516,-0.079764,2.405561,-0.634393,-0.781024,1.717314,-1.028494,0.758429,-0.623809,0.859077,1.958998,1.194431,-0.392613,2.866786,-0.993531,1.957471,-0.241775,1.271705,-0.020371,-0.067567,0.819272,-0.081183,-0.127422,-1.334317,0.431219,0.051015,-0.263184,rejected
0.517486,0.450407,1.564829,-0.454249,0.652584,0.839004,0.866861,-1.646074,0.754203,-1.116273,-0.820905,-0.063071,0.314037,0.288834,0.260387,-0.158973,-0.358808,-0.417665,-0.309583,-0.070186,0.264089,1.309284,0.149854,0.569905,-0.281307,-0.110032,1.518896,0.513299,1.55844,rejected
0.76423,0.036478,1.448065,-0.122886,-1.975104,-0.10375,-0.121942,-0.725505,0.40029,-0.086189,-1.341351,1.21058,-0.394646,-1.392398,-1.562453,-0.341736,-0.648271,-0.47835,1.514507,0.582364,-0.146936,-0.918306,1.460329,0.994767,0.456508,0.059044,0.633075,0.622124,-0.73766,rejected
0.449857,0.382884,1.795361,-0.628185,0.012946,-0.543922,-0.144709,-0.628191,-0.02441,0.130914,-0.497191,-0.376606,2.392643,0.933657,-0.573754,2.364032,-1.653234,1.396761,-1.99837,1.061002,-0.590415,-0.700227,-0.433609,-0.33612,1.175234,-0.275749,0.080538,-0.406558,0.18583,rejected
0.721372,0.317777,1.677557,-0.423327,-1.640743,0.659593,0.252822,-0.617909,0.084801,1.275842,-0.771029,1.456251,-0.685462,0.371192,1.196155,0.232439,-1.568008,-1.437081,0.264881,0.640441,0.333107,0.642148,-0.487791,0.057559,-0.344718,0.321742,0.097138,0.288387,-0.676378,rejected
0.442784,0.403891,1.811364,-0.257683,-0.042253,-0.310918,0.019122,-0.641063,-0.18705,0.049837,-1.011856,-0.355907,2.533111,1.055604,-0.335941,2.57381,-2.347917,1.494616,-1.03657,0.770807,-0.261134,-0.062876,0.462612,0.162914,0.307043,-0.571401,-0.115869,-0.18793,-0.027574,rejected
0.057108,0.706434,-1.013019,-5.321766,-0.181335,-1.053078,0.892483,0.245147,-0.104224,0.410477,-0.135827,-0.158979,-0.103222,-0.287455,-0.127636,0.085121,-0.155585,-0.338893,0.106407,0.152191,0.11413,0.054948,0.155556,-0.50241,0.142504,0.500593,-0.179314,0.10835,-0.058892,rejected
0.373648,1.805709,2.547088,-0.094088,1.996409,-0.480877,-0.931825,1.975951,-0.777323,1.04921,-0.606682,1.479095,1.354768,1.340895,0.765796,-2.292835,0.647232,0.96924,2.016617,0.955076,0.328253,0.908315,0.764779,-0.716528,0.148751,0.647993,0.397838,0.830925,-0.874827,rejected
-0.144021,1.054701,-0.712612,-4.455923,-0.050055,-0.980267,1.367342,0.001987,-0.4298,0.125834,-0.653041,-1.139421,-0.042209,-0.003175,0.048619,0.202402,-0.837709,-0.017265,0.585014,-0.478187,0.30915,0.007995,0.291901,0.594088,-1.430348,-1.035011,-0.210586,0.896178,-0.334712,rejected
-0.10454,0.437352,0.525527,-2.966885,-0.101501,-0.555169,0.720934,-0.413795,-0.182403,0.779739,-0.226283,-0.883976,1.164593,1.459402,0.392986,-2.714355,0.375771,1.108886,0.031781,0.165263,0.178907,-0.676278,-0.463833,0.488475,0.413969,-0.447592,-0.436409,0.18106,-0.283533,rejected
-4.439355,1.162136,2.642711,0.788097,1.707101,-0.801693,-0.667861,1.754302,-0.615492,1.215189,0.013446,0.943618,0.239672,1.350393,0.604369,-2.362078,1.603966,1.375555,0.391941,1.457479,0.313569,-0.571744,-0.273981,-0.050999,-0.310525,-0.208631,0.310616,0.447176,-0.334672,rejected
0.783956,-0.203371,-0.707625,-0.59684,1.959566,-1.43594,-4.051805,-6.140118,0.066601,4.448752,-0.229843,-1.934901,-5.170203,0.081219,-0.167676,0.700904,-0.805294,4.282755,2.081766,-0.977741,-2.606332,0.475201,-1.331601,0.285292,0.777622,0.393168,1.158208,-0.042225,0.022583,rejected
1.439658,0.005289,0.39368,1.176373,1.14188,-0.85804,0.015452,1.386,-0.313783,-0.963235,-1.770178,-1.13519,-0.723128,-0.595377,0.225933,-0.879377,-2.572583,-0.811143,-1.253817,-2.219425,-0.386052,0.3829,-0.175663,0.700605,1.687382,1.234172,0.721253,1.46358,-0.854471,rejected
0.482544,0.319912,1.55952,-0.847251,-1.726327,-0.435914,-0.586601,-1.188263,0.479651,0.011045,-0.699328,1.799809,0.670093,-1.491027,-1.906485,-0.298724,0.559754,-0.356356,0.468128,-0.116604,-0.288072,-0.761824,0.393397,0.098817,0.377117,0.897563,0.136124,0.257209,-0.561227,rejected
-4.050794,1.392149,2.57512,1.070423,2.955109,-1.116215,-0.884668,2.919341,-0.72003,0.400479,-0.822448,0.571937,-1.86546,-0.893888,0.077517,-0.718375,-0.157982,-0.275327,-1.985169,-0.89586,-0.166113,-0.353263,0.090685,-0.352862,0.26943,1.035145,0.285785,-0.48071,-0.0322,rejected
-3.52589,-1.005118,-1.286217,0.447899,0.034326,0.78434,0.445118,-0.051289,-0.02283,1.670527,0.013955,1.087593,2.205927,1.445417,0.997246,-2.174304,0.296364,0.905422,0.980574,-0.652168,0.029501,0.410618,1.72559,0.138194,0.026922,1.322491,-0.661367,0.240668,-0.74504,rejected
-3.991621,-0.653102,-0.908508,1.17261,-0.152251,2.58402,3.3167,-4.872594,-18.543749,-2.448128,-1.062559,0.824056,-0.644368,-0.751043,-0.773079,-0.306277,0.869664,-0.555821,-0.280835,1.242543,-0.098025,0.594903,0.111469,-0.406993,1.171728,0.373942,0.076014,-0.085248,0.555338,rejected
-3.506043,-0.72349,0.167417,1.485147,-0.109647,-0.780531,0.104116,-0.073158,0.144104,-0.838576,-1.58649,-1.288018,0.529348,0.320361,1.585466,1.280085,0.818112,-1.391123,0.835974,-0.448399,-0.562392,0.440527,-0.278278,0.085182,0.55215,0.522519,0.442661,0.665396,-0.849915,rejected
0.650087,-0.023556,-0.872019,-0.609698,2.491635,-1.446549,-4.261122,-6.443633,-0.151143,4.175006,-0.669807,-1.32401,-3.481038,0.151176,-0.002111,1.09554,-1.087661,4.384918,3.016085,-2.30239,-2.373886,2.104221,-0.895629,0.221784,-0.838962,0.930286,0.479051,-0.384548,-0.136274,rejected
0.402414,1.657933,1.683978,-0.499944,2.813035,0.895948,-0.006975,2.001981,-0.722837,2.695627,-0.099806,0.951478,1.607018,1.144205,0.843441,-2.464064,0.778886,0.403504,1.946109,0.579867,-0.338624,-0.304013,1.53236,-0.655198,0.167958,0.752708,0.463099,-0.404751,-0.52214,rejected
0.434584,0.233797,1.833852,-0.407185,-1.070185,-0.783271,-0.183801,-0.908502,0.119845,-0.362202,-0.82267,-1.385388,0.304389,0.500696,1.123926,1.033675,2.105041,-0.546137,-0.360656,-0.593245,-0.00258,-0.141673,-0.130411,-0.048044,0.627384,-0.107886,-0.026325,0.08116,-0.556013,rejected
0.311249,0.375009,1.979992,-0.505359,-1.220279,-0.608744,-0.225366,-1.265529,0.377279,-0.210924,-0.763311,0.625546,0.668119,-1.36294,-1.972612,-0.48325,0.372094,-0.497565,0.101631,-0.328319,-0.623603,-1.351982,-0.602866,0.745442,0.205402,-0.325273,0.635526,0.190552,-0.412001,rejected
-3.850442,-0.878085,-1.2706,-0.290871,1.924636,-1.169707,-4.302589,-6.077832,0.271372,4.829196,-0.068051,-0.377436,-4.915883,0.021938,-0.035805,1.00327,-0.789103,3.583665,2.40926,-0.967133,-2.697531,1.42581,-0.794976,-0.891345,1.68707,0.95106,0.720026,0.064535,-0.149585,rejected
0.648059,0.28948,1.175395,-0.546457,-0.23627,-0.877991,-0.536422,-0.700703,-0.150106,-0.096678,-0.309584,0.414558,2.956646,1.009793,-0.607366,2.748764,-0.861482,2.443209,-2.072135,0.37806,0.055439,-0.132976,-0.079975,0.067591,-0.272282,0.770936,-0.664697,-0.33278,0.081696,rejected
-4.155182,1.18789,2.400998,1.401787,1.984011,-0.595519,-0.58456,1.922169,-0.752554,0.154251,1.367603,0.475928,-0.636226,0.035002,0.16035,0.541241,-0.063765,-0.171765,1.585696,0.406071,1.012388,0.050044,0.159391,-0.264329,-1.044027,-0.313466,0.973989,0.462746,-0.354733,rejected
0.556479,0.904583,0.898379,-0.616096,2.344666,2.606217,2.036659,-2.507899,1.452314,-1.780259,-0.780064,-0.131411,-0.620709,-0.003886,0.244471,-0.214357,-0.471692,-0.363118,-0.077739,0.548952,0.002433,-0.032615,-0.124691,0.299186,-0.442393,0.055635,-0.180556,0.283409,-0.159164,rejected
0.393131,2.218475,2.457829,-0.276647,5.157183,2.277867,1.31315,0.100621,0.63923,-1.044823,-0.51128,0.979916,-1.06227,0.088731,0.119665,0.170226,0.719561,-0.175548,1.008806,1.064892,0.22708,0.026701,-0.214928,0.370395,-0.474361,-0.127278,0.669212,0.579738,-0.368548,rejected
0.823319,0.373934,0.373398,-0.820457,2.724201,2.163301,1.663978,-2.200851,1.30582,-2.234832,-0.466589,0.456198,0.172756,0.354416,0.208921,-0.052896,-0.032923,-0.056938,-0.020609,-0.302693,0.07565,0.917988,-0.154993,0.513523,-0.031479,-0.200197,-0.053001,-0.01238,-0.313298,rejected
0.534253,0.309088,1.430701,-0.742113,-1.271582,-0.280218,-0.478777,-0.801754,0.151514,-0.163393,1.72016,0.279475,0.20629,-0.084031,-0.168786,0.165669,-0.188874,-0.066848,0.167063,-0.219598,1.216859,0.26819,0.287747,-1.029466,0.285572,1.365315,-0.077602,0.095732,-0.176343,rejected
-3.519235,-0.443993,-0.536758,-0.262501,1.9519,2.253677,1.393032,-1.892231,1.643127,-1.69095,0.198039,1.920117,-0.920729,0.210956,0.141937,0.171591,0.782622,-0.110586,-0.636724,0.609176,0.241251,0.491133,0.108111,-0.303384,1.303828,0.846431,-0.390541,0.867007,-0.478927,rejected
-3.811202,-0.417844,-2.92232,-3.861497,0.866801,-1.366836,0.868562,1.142761,-0.203322,-0.466224,-0.531899,0.338047,0.568448,-0.098662,0.387417,0.242534,-1.124556,-0.977165,1.069714,-0.301119,-0.602339,1.314562,0.330914,-0.646375,0.569661,-0.117123,0.368281,0.217017,-0.464955,rejected
0.46527,0.298394,1.183979,-0.033616,-0.520232,-0.507105,-0.07124,-0.754048,-0.132212,0.075846,-0.848781,-0.250159,2.110397,1.409191,0.743293,-2.487998,-0.134152,1.4267,0.634818,-0.194906,0.456965,0.653647,0.090189,0.515215,-1.105423,0.727154,-0.509078,0.360488,-0.473329,rejected
-3.66524,-0.650595,0.225455,0.980822,-0.24751,-0.680724,-0.163008,-0.287338,-0.040567,-1.038572,1.283296,-0.216493,0.624362,0.174236,0.25781,0.276938,-1.016157,-0.299976,0.646911,-0.804345,0.684791,0.818735,-0.052557,-0.203284,-0.48543,-0.050963,0.405887,-0.094697,-0.267368,rejected
-3.920651,-0.611565,0.84533,0.824924,-1.053928,-0.655415,-0.151651,-0.832921,0.279035,-0.596273,-1.090236,1.249177,0.678546,-1.137894,-1.531732,-0.139019,-0.229102,-0.490196,0.940016,-0.589512,-0.53455,-0.404556,0.316346,1.194965,-0.353979,-0.910543,0.522644,0.271915,-0.662323,rejected
0.083613,1.995707,3.4697,0.093638,1.690898,-0.559835,-0.758071,1.500482,-0.962175,0.197349,1.561109,0.313799,-0.207075,0.35321,-0.043631,0.432389,0.235757,0.255682,1.541865,-0.247458,1.345288,0.355974,0.525658,-0.216339,-0.927777,-1.203311,0.883502,0.450812,-0.498235,rejected
0.794657,0.442617,0.335007,-0.749405,2.269908,2.144037,1.550903,-2.449216,1.300589,-2.099398,-0.477532,0.809782,0.164829,0.226335,0.174966,0.212581,0.440049,0.692987,-0.077787,-0.36973,0.712056,0.921445,0.22359,0.947211,-1.510633,0.924641,-0.772209,-0.141151,-0.175884,rejected
0.106902,2.17189,3.774191,-0.18078,2.28681,-1.075453,-1.117796,2.409338,-1.057288,0.535275,-0.413051,0.728849,-1.549636,-0.283746,-0.209207,-0.606646,0.490272,0.615684,-2.038555,-1.933852,0.641185,0.096087,0.791539,0.07682,0.319953,-0.324378,-0.03549,0.276248,-0.478425,rejected
0.507911,0.368356,1.004365,-0.007199,0.650767,-0.976873,-1.818454,-2.936238,0.223444,1.689905,-0.608903,-1.130049,-0.825915,-0.455027,-0.218349,-0.040284,-0.347654,-0.4608,-0.524223,0.9416,0.675183,-0.998941,-0.942234,0.281803,-0.975014,1.561846,-0.019629,0.632768,0.201072,rejected
0.626463,0.60179,0.871373,-0.983024,2.477377,2.311829,1.827471,-2.434847,1.642131,-1.658233,-0.322784,-0.018292,-0.598505,-0.205918,-0.046922,-0.261994,0.377188,-0.285566,-0.889883,0.794695,-0.049518,-0.502442,-1.098812,0.235566,0.019481,1.244155,-0.105907,-0.364041,0.248524,rejected
0.607293,0.512602,0.9431,-0.163276,0.97447,1.26375,1.083575,-1.914582,1.074392,-1.03081,-1.596119,0.494907,0.337262,-2.014227,-1.750259,-0.246152,-0.547998,-0.502087,1.577807,0.277868,-0.614642,-1.975718,-0.571919,1.229211,-1.581175,1.771744,-1.263445,-0.923487,-1.834275,rejected
0.434185,0.538931,2.113863,0.051657,0.078598,-0.513438,-0.08909,0.181218,-0.345716,-0.324048,-1.39373,-0.673854,-0.778951,-0.348668,0.108024,-0.808338,-1.829279,-0.141993,-1.804446,-2.61241,0.394992,0.685039,1.034125,0.605647,0.407173,0.025889,-0.455094,0.247746,-0.462599,rejected
-3.688686,-0.7495,0.423038,0.495423,-0.607174,-1.167204,-0.338218,-0.380587,0.204839,-0.857354,-0.658219,-0.821797,0.399426,0.540802,1.388281,1.045844,2.101478,-0.806959,-0.536907,-0.56517,-0.557187,0.26316,-0.24698,-0.424452,1.05787,-0.412389,0.185933,-0.364019,-0.543144,rejected
0.542272,0.326764,1.59298,-0.739452,-0.468162,-0.095075,-0.280397,-0.507936,-0.106371,0.251122,-0.856568,0.666262,2.415594,1.098993,-0.2594,2.610204,-2.345149,1.316856,-0.702508,0.978381,-0.177565,0.535778,1.450559,-0.677377,1.35802,-0.38256,-0.272563,-0.034934,-0.277036,rejected
-3.612259,-1.055041,-0.946088,0.61817,0.188712,1.114655,1.159498,-0.023444,0.248689,2.404334,0.742743,-0.894318,1.032985,-2.482865,0.154082,-0.03254,1.148624,0.631132,-1.465058,0.053719,0.796389,0.933485,-0.319554,0.379128,0.590799,-0.758046,0.365481,-0.022046,-0.957334,rejected
-4.398161,-0.113835,-1.66703,-4.268936,-0.414621,-1.069885,0.985871,0.474912,-0.041883,0.454135,0.039583,0.318593,-0.782605,-0.150004,0.023102,0.281569,-0.076971,-0.322593,-0.026481,0.398033,0.185443,-0.032553,0.430368,-0.319678,0.326585,-0.061462,-0.26571,0.54024,-0.177296,rejected
-3.632642,-0.976694,-1.093946,0.729545,0.40437,0.461722,0.621519,-0.210823,-0.153381,1.348518,0.018862,0.245248,2.444579,1.555267,0.938794,-2.234036,0.46502,1.237919,0.528665,-1.085374,-0.04334,0.062079,0.955233,0.910042,-0.931083,0.61629,-0.545795,-0.135697,-0.519811,rejected
0.386709,0.393302,1.825193,-0.337205,-0.655949,-0.413451,-0.057023,-0.853417,0.103956,-0.359003,1.533812,-1.041339,0.187762,-0.100939,-0.219976,-0.062457,-0.523645,-0.37111,-0.153594,-0.238506,0.767239,-0.458925,-0.871727,-0.447667,0.044997,0.510822,0.476878,-0.10521,0.072107,rejected
-4.306511,-0.800173,0.137114,-0.837106,-1.549427,3.005233,-3.852504,0.653621,-0.15094,-1.179886,-0.329591,-0.748598,0.333516,0.100154,-0.093228,0.052205,0.415296,0.32631,-1.288156,-0.157317,0.103487,0.039399,-1.257696,0.607677,-0.549756,0.388142,0.072549,0.320719,0.235987,rejected
0.354336,0.38056,1.882404,-0.382471,-0.73466,-0.423528,-0.080788,-0.865666,0.059416,-0.367652,1.631928,-0.966505,0.16089,0.030614,-0.232784,-0.047101,-0.452364,-0.30346,-0.185088,-0.372504,0.820849,-0.380978,-0.760283,-0.421491,0.232339,0.087633,0.488548,0.073077,-0.032005,rejected
1.060973,0.2594,-0.148015,-1.253571,2.565481,2.279936,1.312798,-1.957727,1.421275,-2.178527,-0.400089,1.461124,0.313105,0.263872,0.318846,-0.050061,-0.099196,-0.345141,0.35135,-0.076381,-0.03246,1.592991,0.600127,-0.470776,0.907611,0.492869,-0.145082,-0.125185,-0.478982,rejected
0.525212,1.846982,3.030694,-0.649117,0.769581,-0.06261,-0.897635,1.752199,-0.682764,1.925475,0.299132,3.018016,-1.148397,0.546018,0.883813,0.455133,0.827468,-0.662792,0.045087,1.024327,0.474372,0.339166,-0.83367,-0.550094,-0.186098,-0.179863,0.627827,0.428652,-0.828662,rejected
-3.620726,-0.292925,-0.233402,0.43554,2.656017,2.33928,1.979516,-2.010948,1.573598,-1.984185,-0.732385,0.46584,-0.695035,-0.06328,0.401212,0.046647,-0.357889,-0.408293,-0.029457,0.693449,-0.03772,0.263218,-0.272488,0.612965,-0.52965,0.765372,-0.176616,-0.148759,0.000159,rejected
0.126381,2.165544,-0.174336,-5.352418,3.087743,-1.746999,-0.136554,2.940241,-0.894439,0.539805,0.208921,1.036572,0.120971,-0.284141,-0.044901,0.102673,0.994641,-0.337234,0.849884,0.52428,-0.453048,0.527942,0.034448,-1.45009,0.155502,-0.099735,0.799462,-0.755292,-0.096284,rejected
-3.291647,-1.022817,-0.570535,0.387755,-0.89163,-0.789173,-0.427798,0.200121,0.334935,-0.024391,-0.244294,0.835802,0.703648,1.12277,0.950704,-2.773385,0.282782,1.093,-0.124041,1.471343,-0.161763,0.124713,0.445081,-0.553546,1.007034,1.449655,-0.069091,-0.450447,-0.196766,rejected
-3.773479,0.010355,1.368275,1.860145,-0.955076,1.005549,1.271841,-0.20193,1.174633,1.111411,-0.244124,-2.403935,-3.059317,-2.268666,0.205424,-0.377246,-2.929977,-2.574443,0.874925,4.498125,0.105212,-3.608941,-1.347866,-0.858021,-0.191869,5.872649,0.89142,-0.328817,1.23235,rejected
0.794202,-0.089172,1.329944,-0.12963,-1.627932,-0.965887,-0.250067,-0.605562,0.050019,-0.545031,-0.673995,-1.231098,-0.436889,0.661222,1.21771,1.09633,2.367092,0.199155,-0.436098,-0.365226,0.424365,-0.357441,0.535594,0.610133,0.460671,-0.365257,-0.066666,0.368103,-0.664874,rejected
1.131196,-0.163597,1.04571,-0.107623,-1.789393,-0.217849,0.077611,-0.257764,-0.056371,0.627278,0.103161,0.985368,-1.306604,0.832031,0.917762,0.120578,-0.250357,-0.157736,-1.215349,0.492805,0.43111,-0.351383,-1.34874,1.227363,-0.302589,-0.714675,0.564965,0.472148,-0.685664,rejected
0.405553,0.368724,-1.380461,-4.486277,-0.219995,-1.440416,1.179928,0.637805,-0.248462,-0.123553,-0.088233,-1.209088,-1.00935,-0.007255,-0.151836,-0.021558,-0.093188,0.439314,-0.304109,0.469699,0.176822,-0.909989,-0.150228,1.013022,-0.425946,-0.431523,0.439511,0.313551,-0.06644,rejected
0.848352,-0.060405,1.056166,-0.155754,-1.093832,-0.796156,-0.301743,-0.431676,-0.067699,-0.791133,1.892264,-0.614963,-0.230342,0.30879,-0.124942,0.026341,-0.074059,0.4975,-0.276587,-0.467491,1.14117,-0.253903,-0.150551,0.137613,0.26504,-0.349143,0.532214,0.323986,-0.244304,rejected
0.442933,0.44625,1.685509,-1.20087,-0.308545,0.97695,0.45086,-1.755215,0.950054,-0.519818,-0.088898,1.127206,-0.320197,0.284777,0.014181,-0.089181,0.656765,-0.149248,-0.947274,0.391055,0.671171,1.095121,0.659357,-0.254368,0.933199,0.558739,1.080994,0.990849,1.435137,rejected
0.327191,2.187853,2.503401,-0.96545,4.883779,1.924307,0.953205,-0.081372,0.748873,-1.033288,0.215943,1.309327,-1.122938,0.107612,-0.096556,-0.001466,1.829619,0.237875,-0.180026,1.101386,0.172047,-0.318243,-0.577118,-0.071226,-0.123178,-0.170256,0.486746,-0.172833,-0.061822,rejected
0.146851,0.409102,2.062744,-0.132547,-0.629718,-0.089795,0.335167,-0.859581,-0.012092,0.498505,-1.012027,-0.924608,1.334344,1.337794,0.733767,-2.740335,-0.711639,0.730151,0.686151,0.515287,0.221885,0.005333,0.029042,0.446401,-0.208635,-0.081772,-0.093778,0.291136,-0.304484,rejected
-4.307318,-0.106451,-1.806117,-3.959784,-0.187843,-0.998923,1.108967,0.609427,0.005071,0.513022,-0.159338,0.119063,-0.785428,-0.323743,-0.000541,0.320181,-0.316154,-0.581636,0.168583,0.581902,0.083617,-0.251045,0.014935,-0.27267,0.371729,0.632529,-0.111152,0.934566,-0.215903,rejected
-4.136336,-0.530435,0.963929,0.507564,-0.68039,-0.572399,0.048482,-0.548991,0.173225,0.375017,-0.246115,-0.161088,0.949022,1.367779,0.669279,-2.681608,0.316679,0.92386,-0.451897,0.734179,-0.00548,-0.350782,-0.575183,0.101974,0.462291,0.025861,-0.137729,0.23001,-0.203017,rejected
0.386072,0.358264,1.814568,-0.045927,-0.700916,-0.245994,0.043761,-0.827356,-0.116048,-0.52831,1.149297,-0.913793,0.40531,0.190279,0.013475,0.142938,-1.144077,-0.240328,0.771615,-0.743931,1.073988,0.359258,0.100635,0.017506,-0.489739,-0.328541,0.36176,0.239517,-0.267501,rejected
0.876632,0.0279,1.08652,-0.100709,-0.79484,-0.668553,-0.112898,-0.335659,0.081049,-0.771117,1.627509,-1.119666,-0.419258,0.020091,-0.071136,-0.225723,-0.580168,-0.085103,-0.229757,0.159175,0.639044,-0.665174,-0.500301,-0.184966,0.529489,-0.003218,0.901435,-0.158873,-0.003276,rejected
