a1,a2,a3,a4=u,a4=y,a4=l,a5=g,a5=p,a5=gg,a6=w,a6=q,a6=m,a6=r,a6=cc,a6=k,a6=c,a6=d,a6=x,a6=i,a6=e,a6=aa,a6=ff,a6=j,a7=v,a7=h,a7=bb,a7=ff,a7=j,a7=z,a7=o,a7=dd,a7=n,a8,a9,a10,a11,a12,a13=g,a13=s,a13=p,a14,a15,result
0,69.17,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,1,0,0,70,6,rejected
0,32.92,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.75,1,0,2,1,1,0,0,720,0,rejected
0,16.33,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.665,1,0,1,0,1,0,0,80,21,rejected
0,22.17,12.125,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.335,1,0,2,1,1,0,0,180,173,rejected
1,57.58,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.5,1,0,1,0,1,0,0,0,10,rejected
0,18.25,0.165,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,1,0,1,0,280,0,rejected
0,23.42,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,1,0,1,0,280,0,rejected
1,15.92,2.875,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,120,0,rejected
1,24.75,13.665,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1,1,0,0,1,0,0,280,1,rejected
0,48.75,26.335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,rejected
0,23.5,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.5,1,1,0,0,1,0,0,160,25,rejected
0,18.58,10.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.415,1,1,0,0,1,0,0,80,0,rejected
0,27.75,1.29,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,1,1,0,1,0,1,0,140,0,rejected
1,31.75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,160,20,rejected
1,24.83,4.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,360,6,rejected
0,19,1.75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.335,1,1,0,1,1,0,0,112,6,rejected
1,16.33,0.21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,200,1,rejected
1,18.58,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.415,1,1,0,0,1,0,0,80,42,rejected
0,16.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,0,1,0,0,60,0,rejected
0,23,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,1,0,1,0,1,0,320,0,rejected
0,21.17,0.25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,1,1,0,0,1,0,0,280,204,rejected
0,17.5,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,450,100000,approved
0,19.17,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,500,1,approved
0,36.75,0.125,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,1,1,0,0,232,113,approved
0,21.25,1.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,0,1,0,0,150,8,approved
1,18.08,0.375,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,1,0,1,0,1,0,300,0,approved
1,33.67,0.375,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.375,1,1,0,0,1,0,0,300,44,approved
0,48.58,0.205,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,11,0,1,0,0,380,2732,approved
0,33.67,1.25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.165,1,1,0,0,1,0,0,120,0,rejected
1,29.5,1.085,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,280,13,rejected
0,30.17,1.085,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,170,179,rejected
0,40.83,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,1,1,0,0,0,1,0,1160,0,rejected
0,34.83,2.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,200,0,rejected
0,31.568171,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,1,1,0,0,411,0,rejected
0,20.42,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,184.014771,0,rejected
1,33.25,2.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,1,1,0,1,1,0,0,0,2,rejected
0,34.08,2.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,460,16,rejected
1,25.25,12.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,180,1062,rejected
0,34.75,2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,1,1,0,0,1,0,0,348,0,rejected
0,27.67,0.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.165,1,1,0,1,1,0,0,220,251,rejected
0,47.33,6.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,228,rejected
1,34.83,1.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1,1,0,1,1,0,0,160,0,rejected
1,33.25,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,180,0,rejected
0,28,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,1,1,0,1,1,0,0,300,67,rejected
1,39.08,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,480,0,rejected
0,42.75,4.085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,108,100,rejected
0,26.92,2.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,1,1,0,1,1,0,0,640,4000,rejected
0,33.75,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,180,0,rejected
0,38.92,1.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,1,1,0,0,300,2,rejected
0,62.75,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,12,rejected
0,32.25,1.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,1,1,0,0,372,122,rejected
0,26.75,4.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5,1,1,0,0,1,0,0,200,1210,rejected
0,63.33,0.54,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.585,0,0,3,1,1,0,0,180,0,rejected
0,27.83,1.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.25,1,0,1,1,1,0,0,100,3,rejected
1,26.17,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,276,1,rejected
0,22.17,0.585,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100,0,rejected
0,22.5,11.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,1,1,0,0,0,4000,rejected
0,30.75,1.585,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.585,1,1,0,1,0,1,0,0,0,rejected
0,36.67,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,1,1,0,0,221,0,rejected
1,16,0.165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,320,1,rejected
0,41.17,1.335,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,1,0,0,168,0,rejected
1,19.5,0.165,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,1,1,0,0,380,0,rejected
0,32.42,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,1,1,0,0,120,0,rejected
1,36.75,4.71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,160,0,rejected
1,30.25,5.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,1,1,0,1,0,1,0,100,0,rejected
0,23.08,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.085,1,1,0,1,1,0,0,100,4208,rejected
0,26.83,0.54,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100,0,rejected
0,16.92,0.335,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.29,1,1,0,0,0,1,0,200,0,rejected
0,24.42,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.165,1,0,2,0,1,0,0,320,1300,rejected
0,42.83,1.25,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.875,1,0,1,1,1,0,0,352,112,rejected
1,22.75,6.165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,1,0,0,220,1000,rejected
0,39.42,1.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,0,1,0,400,0,rejected
1,23.58,11.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,20,16,rejected
0,21.42,0.75,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,1,1,0,1,1,0,0,132,2,rejected
0,33,2.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,0,1,1,0,0,280,0,rejected
0,26.33,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,140,1110,rejected
1,45,4.585,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,240,0,rejected
0,26.25,1.54,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,100,0,rejected
0,28.17,0.585,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,260,1004,rejected
1,20.83,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,260,0,rejected
0,28.67,14.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,0,286,rejected
0,20.67,0.835,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,240,0,rejected
0,34.42,1.335,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.125,1,1,0,1,1,0,0,440,4500,rejected
0,33.58,0.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,1,0,1,0,420,0,rejected
0,43.17,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.25,1,1,0,1,1,0,0,141,0,rejected
1,22.67,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,1,0,0,160,0,rejected
1,24.33,2.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,1,1,0,0,1,0,0,200,456,rejected
1,56.83,4.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,1,0,1,1,0,0,0,4,rejected
0,22.08,11.46,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.585,1,1,0,1,1,0,0,100,1212,rejected
0,34,5.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,1,1,0,0,60,0,rejected
0,22.58,1.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.54,1,1,0,1,1,0,0,120,67,rejected
0,21.17,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,1,0,1,0,0,0,rejected
0,26.67,14.585,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,178,0,rejected
0,22.92,0.17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,0,1,0,0,0,rejected
0,15.17,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,600,0,rejected
0,39.92,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21,1,1,0,0,1,0,0,550,0,rejected
0,27.42,12.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.25,1,1,0,1,1,0,0,720,0,rejected
0,24.75,0.54,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,120,1,rejected
0,41.17,1.25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,0,1,0,0,0,195,rejected
1,33.08,1.625,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.54,1,1,0,1,1,0,0,0,0,rejected
0,29.83,2.04,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,128,1,rejected
1,23.58,0.585,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.125,1,1,0,0,1,0,0,120,87,rejected
0,26.17,12.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.25,1,1,0,1,1,0,0,0,17,rejected
0,31,2.085,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,300,0,rejected
0,20.75,5.085,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.29,1,1,0,0,1,0,0,140,184,rejected
0,28.92,0.375,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.29,1,1,0,0,1,0,0,220,140,rejected
1,51.92,6.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.085,1,1,0,1,1,0,0,73,0,rejected
1,22.67,0.335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,1,0,160,0,rejected
0,34,5.085,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.085,1,1,0,1,1,0,0,480,0,rejected
1,69.5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,rejected
1,40.33,8.125,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,0,2,0,1,0,0,184.014771,18,rejected
1,19.58,0.665,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2000,2,rejected
0,16,3.125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,0,1,0,1,0,0,0,6,rejected
0,17.08,0.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.335,1,0,4,0,1,0,0,160,8,rejected
0,31.25,2.835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,176,146,rejected
0,25.17,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25,1,0,1,0,1,0,0,0,22,rejected
1,22.67,0.79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,144,0,rejected
0,40.58,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,300,0,rejected
0,22.25,0.46,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,1,1,0,0,280,55,rejected
1,22.25,1.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.25,1,1,0,0,1,0,0,280,0,rejected
0,22.5,0.125,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,200,70,rejected
0,23.58,1.79,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.54,1,1,0,1,1,0,0,136,1,rejected
0,38.42,0.705,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.375,1,0,2,0,1,0,0,225,500,rejected
1,26.58,2.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,180,60,rejected
0,35,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,210,0,rejected
0,20.42,1.085,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,0,1,0,0,108,7,rejected
0,29.42,1.25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,1,1,0,0,1,0,0,200,0,rejected
0,26.17,0.835,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.165,1,1,0,0,1,0,0,100,0,rejected
0,33.67,2.165,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,0,0,0,1,120,0,rejected
0,24.58,1.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,0,1,0,0,110,0,rejected
1,27.67,2.04,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,1,1,0,0,180,50,rejected
0,37.5,0.835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,120,5,rejected
0,49.17,2.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.29,1,1,0,0,1,0,0,200,3,rejected
0,33.58,0.335,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,180,0,rejected
0,51.83,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,1,1,0,0,1,0,0,180,4,rejected
0,22.92,3.165,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,1,0,0,160,1058,rejected
0,21.83,1.54,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,1,1,0,0,356,0,rejected
0,25.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,1,0,0,200,0,rejected
0,58.58,2.71,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.415,1,1,0,1,1,0,0,320,0,rejected
0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,45,1,rejected
0,19.58,0.585,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,350,769,rejected
1,53.33,0.165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,62,27,rejected
1,27.17,1.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,92,300,rejected
0,25.92,0.875,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.375,1,0,2,1,1,0,0,174,3,rejected
0,23.08,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,0,1,0,0,0,rejected
0,39.58,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,1,rejected
0,30.58,2.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,1,0,1,0,80,0,rejected
0,17.25,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,1,1,0,0,160,40,rejected
